Gene_name	Intron_coord	Strand	Annot	Coding	UTR	GencodePC
WDR37	chr10:1102822-1103598	+	True	False	True	False
WDR37	chr10:1102978-1103598	+	True	True	True	True
WDR37	chr10:1103836-1105125	+	True	True	True	True
WDR37	chr10:1105241-1123982	+	True	False	True	False
WDR37	chr10:1105241-1124217	+	True	False	True	False
WDR37	chr10:1105267-1124217	+	True	True	True	True
WDR37	chr10:1124102-1124217	+	True	False	True	False
WDR37	chr10:1124352-1124909	+	True	True	False	True
WDR37	chr10:1125024-1129212	+	True	True	False	True
WDR37	chr10:1125024-1160552	+	True	True	False	True
WDR37	chr10:1125073-1129212	+	True	True	False	True
PFKP	chr10:3066422-3082387	+	True	False	True	True
PFKP	chr10:3067707-3069273	+	True	False	True	False
PFKP	chr10:3067707-3082387	+	True	True	True	True
PFKP	chr10:3068648-3069273	+	True	False	True	True
PFKP	chr10:3068742-3069273	+	True	False	True	False
PFKP	chr10:3068921-3069273	+	True	False	True	True
PFKP	chr10:3069389-3082387	+	True	False	True	True
PFKP	chr10:3070315-3082387	+	True	False	True	True
PFKP	chr10:3082461-3082741	+	True	False	True	False
PFKP	chr10:3082461-3099274	+	True	True	True	True
PFKP	chr10:3099352-3100920	+	True	False	True	False
PFKP	chr10:3099352-3101364	+	True	True	True	True
PFKP	chr10:3101000-3101364	+	True	False	True	False
PFKP	chr10:3101554-3103778	+	True	True	True	True
PFKP	chr10:3101554-3105114	+	True	False	True	False
PFKP	chr10:3103944-3105114	+	True	True	True	True
PFKP	chr10:3104788-3105114	+	True	False	True	True
PFKP	chr10:3105159-3105392	+	True	True	False	True
PFKP	chr10:3105301-3105392	+	True	False	False	False
PFKP	chr10:3105501-3107213	+	True	True	False	True
PFKP	chr10:3107309-3108700	+	True	True	False	True
PFKP	chr10:3108793-3109354	+	True	True	False	True
PFKP	chr10:3109480-3112221	+	True	True	False	True
PFKP	chr10:3109609-3112221	+	True	True	False	False
PFKP	chr10:3112286-3113118	+	True	True	False	True
PFKP	chr10:3113188-3113371	+	True	True	False	True
PFKP	chr10:3113518-3116775	+	True	True	False	True
PFKP	chr10:3116846-3118781	+	True	True	False	True
PFKP	chr10:3118869-3119891	+	True	True	False	True
PFKP	chr10:3118869-3125096	+	True	True	False	True
PFKP	chr10:3120044-3125096	+	True	True	False	True
PFKP	chr10:3120044-3129818	+	True	True	False	True
PFKP	chr10:3125249-3129818	+	True	True	False	True
PFKP	chr10:3129983-3132379	+	True	True	False	True
PFKP	chr10:3132441-3133202	+	True	True	False	True
PFKP	chr10:3133314-3134482	+	True	True	False	True
PFKP	chr10:3134582-3135735	+	True	True	False	True
PFKP	chr10:3135838-3136449	+	True	True	False	True
PFKP	chr10:3135838-3137542	+	True	True	False	True
PFKP	chr10:3135838-3143855	+	False	False	False	False
AKR1E2	chr10:4786760-4824961	+	True	False	True	True
AKR1E2	chr10:4786760-4830674	+	True	False	True	False
AKR1E2	chr10:4825038-4830674	+	True	True	True	True
AKR1E2	chr10:4826277-4830674	+	True	False	True	False
AKR1E2	chr10:4826363-4830674	+	True	True	True	True
AKR1E2	chr10:4826363-4833349	+	True	True	True	False
AKR1E2	chr10:4830842-4833349	+	True	True	True	True
AKR1E2	chr10:4830842-4835674	+	True	True	True	False
AKR1E2	chr10:4833466-4835674	+	True	True	False	True
AKR1E2	chr10:4833466-4837442	+	True	False	False	False
AKR1E2	chr10:4833476-4835674	+	True	False	False	False
AKR1E2	chr10:4835809-4837458	+	True	True	False	True
AKR1E2	chr10:4835809-4842420	+	True	True	False	True
AKR1E2	chr10:4837581-4839728	+	True	True	False	True
AKR1E2	chr10:4837581-4842420	+	True	True	False	True
AKR1E2	chr10:4839826-4841784	+	True	True	False	True
AKR1E2	chr10:4841840-4842420	+	True	True	False	True
AKR1E2	chr10:4841857-4842420	+	True	True	False	True
AKR1E2	chr10:4842504-4845777	+	True	False	False	False
AKR1E2	chr10:4842504-4847147	+	True	True	False	True
AKR1E2	chr10:4847230-4847487	+	True	True	False	True
AKR1E2	chr10:4847299-4847487	+	True	False	True	False
AKR1C3	chr10:5035616-5077869	+	True	False	True	False
AKR1C3	chr10:5035616-5096409	+	True	False	True	False
AKR1C3	chr10:5048895-5077899	+	True	False	True	True
AKR1C3	chr10:5048895-5096409	+	True	True	True	True
AKR1C3	chr10:5077977-5080745	+	True	False	True	False
AKR1C3	chr10:5077977-5096409	+	True	True	True	True
AKR1C3	chr10:5080901-5081681	+	True	False	True	False
AKR1C3	chr10:5080901-5096409	+	True	False	True	False
AKR1C3	chr10:5081885-5096409	+	True	False	True	False
AKR1C3	chr10:5094528-5096409	+	True	True	False	True
AKR1C3	chr10:5096577-5097433	+	True	True	False	True
AKR1C3	chr10:5096577-5099326	+	True	True	False	False
AKR1C3	chr10:5097550-5098801	+	True	True	False	True
AKR1C3	chr10:5098879-5099326	+	True	True	False	True
AKR1C3	chr10:5099449-5102100	+	True	True	False	True
AKR1C3	chr10:5102210-5102484	+	True	True	False	True
AKR1C3	chr10:5102650-5105594	+	True	True	False	True
AKR1C3	chr10:5105677-5107460	+	True	True	False	True
NET1	chr10:5412820-5426654	+	True	True	True	True
NET1	chr10:5426721-5429169	+	True	True	True	True
NET1	chr10:5429229-5451829	+	True	True	True	True
NET1	chr10:5446858-5451829	+	True	True	False	True
NET1	chr10:5446858-5453294	+	True	True	False	True
NET1	chr10:5451937-5452357	+	True	True	False	True
NET1	chr10:5452525-5452824	+	True	False	False	False
NET1	chr10:5452525-5452857	+	True	True	False	True
NET1	chr10:5452920-5453249	+	True	True	False	True
NET1	chr10:5453346-5453483	+	True	True	False	True
NET1	chr10:5453560-5454264	+	True	True	False	True
NET1	chr10:5454522-5454947	+	True	True	False	True
NET1	chr10:5455118-5456086	+	True	True	False	True
NET1	chr10:5456273-5456587	+	True	True	False	True
TASOR2	chr10:5685175-5709529	+	True	False	True	False
TASOR2	chr10:5685175-5712393	+	True	True	True	True
TASOR2	chr10:5685175-5712822	+	True	False	True	True
TASOR2	chr10:5685175-5717658	+	True	True	True	True
TASOR2	chr10:5692918-5709529	+	True	True	True	True
TASOR2	chr10:5699737-5709529	+	True	True	True	True
TASOR2	chr10:5699737-5712393	+	True	True	True	True
TASOR2	chr10:5709663-5712393	+	True	True	True	True
TASOR2	chr10:5709663-5712822	+	True	False	True	False
TASOR2	chr10:5712539-5712822	+	True	True	True	True
TASOR2	chr10:5712918-5714134	+	True	True	True	True
TASOR2	chr10:5712918-5717658	+	True	False	True	True
TASOR2	chr10:5714207-5717658	+	True	True	True	True
TASOR2	chr10:5714207-5720259	+	True	False	True	True
TASOR2	chr10:5714207-5720543	+	True	False	True	True
TASOR2	chr10:5717750-5720259	+	True	True	True	True
TASOR2	chr10:5717750-5720543	+	True	True	True	True
TASOR2	chr10:5720397-5720543	+	True	True	True	True
TASOR2	chr10:5720668-5720754	+	True	True	False	True
TASOR2	chr10:5720774-5720870	+	True	True	False	True
TASOR2	chr10:5720970-5723676	+	True	True	False	True
TASOR2	chr10:5723777-5724429	+	True	True	False	True
TASOR2	chr10:5724533-5726884	+	True	True	False	True
TASOR2	chr10:5726957-5727060	+	True	True	False	True
TASOR2	chr10:5727123-5730486	+	True	True	False	True
TASOR2	chr10:5731203-5735303	+	True	True	False	True
TASOR2	chr10:5731203-5739617	+	True	True	False	True
TASOR2	chr10:5735546-5739617	+	True	True	False	True
TASOR2	chr10:5740497-5742096	+	True	True	False	True
TASOR2	chr10:5740497-5756612	+	True	False	False	False
TASOR2	chr10:5742526-5746178	+	True	True	False	True
TASOR2	chr10:5742526-5756612	+	True	True	False	True
TASOR2	chr10:5750027-5753407	+	True	False	False	False
TASOR2	chr10:5750027-5756612	+	True	True	False	True
TASOR2	chr10:5753432-5754460	+	True	False	False	False
TASOR2	chr10:5754532-5756612	+	True	False	False	False
TASOR2	chr10:5756738-5757519	+	True	True	False	True
TASOR2	chr10:5757673-5758886	+	True	True	False	True
TASOR2	chr10:5758992-5761289	+	True	True	False	True
TASOR2	chr10:5761471-5762531	+	True	True	False	True
TASOR2	chr10:5762646-5763028	+	True	True	False	True
FBH1	chr10:5890346-5891018	+	True	False	True	False
FBH1	chr10:5890346-5903019	+	True	False	True	True
FBH1	chr10:5890346-5906036	+	True	False	True	False
FBH1	chr10:5891116-5903019	+	True	False	True	False
FBH1	chr10:5894511-5895055	+	True	True	True	True
FBH1	chr10:5895187-5903019	+	True	True	True	True
FBH1	chr10:5903175-5905217	+	True	False	True	False
FBH1	chr10:5903175-5906036	+	True	True	True	True
FBH1	chr10:5905287-5906036	+	True	False	True	False
FBH1	chr10:5906632-5908924	+	True	True	False	True
FBH1	chr10:5909055-5909158	+	True	True	False	True
FBH1	chr10:5909294-5910937	+	True	True	False	True
FBH1	chr10:5911128-5913746	+	True	True	False	True
FBH1	chr10:5913839-5914177	+	True	True	False	True
FBH1	chr10:5914269-5915402	+	True	True	False	True
FBH1	chr10:5915571-5916233	+	True	True	False	True
FBH1	chr10:5916456-5917419	+	True	True	False	True
FBH1	chr10:5917507-5917589	+	True	True	False	True
FBH1	chr10:5917676-5918341	+	True	True	False	True
FBH1	chr10:5918478-5921257	+	True	True	False	True
FBH1	chr10:5921357-5921447	+	True	True	False	True
FBH1	chr10:5921569-5923620	+	True	True	False	True
FBH1	chr10:5923696-5924310	+	True	True	False	True
FBH1	chr10:5924508-5924750	+	True	True	False	True
FBH1	chr10:5924508-5925366	+	True	True	False	True
FBH1	chr10:5924801-5925366	+	True	True	False	True
FBH1	chr10:5925492-5927434	+	True	True	False	True
FBH1	chr10:5927541-5928335	+	True	False	False	False
FBH1	chr10:5927541-5929374	+	True	False	False	False
FBH1	chr10:5927541-5936455	+	True	True	False	True
FBH1	chr10:5936587-5937109	+	True	True	False	True
FBH1	chr10:5936730-5937205	+	True	False	False	False
RBM17	chr10:6089193-6097047	+	True	False	True	True
RBM17	chr10:6089193-6101270	+	True	True	True	True
RBM17	chr10:6089971-6097047	+	True	False	True	True
RBM17	chr10:6097188-6101270	+	True	True	False	True
RBM17	chr10:6101387-6104930	+	True	True	False	True
RBM17	chr10:6105097-6106140	+	True	True	False	True
RBM17	chr10:6105097-6106143	+	True	True	False	True
RBM17	chr10:6106238-6108685	+	True	True	False	True
RBM17	chr10:6108742-6109985	+	True	True	False	True
RBM17	chr10:6110127-6112209	+	True	True	False	True
RBM17	chr10:6112361-6113507	+	True	True	False	True
RBM17	chr10:6113068-6113507	+	True	False	False	False
RBM17	chr10:6113581-6114048	+	True	True	False	True
RBM17	chr10:6114147-6115238	+	True	True	False	True
RBM17	chr10:6115311-6115452	+	True	True	False	True
PFKFB3	chr10:6145013-6213622	+	True	True	True	True
PFKFB3	chr10:6146496-6213622	+	True	True	True	True
PFKFB3	chr10:6164011-6213622	+	True	False	True	True
PFKFB3	chr10:6203336-6213622	+	True	True	True	True
PFKFB3	chr10:6213748-6215220	+	True	True	False	True
PFKFB3	chr10:6215317-6216124	+	True	True	False	True
PFKFB3	chr10:6216191-6216705	+	True	True	False	True
PFKFB3	chr10:6216780-6217134	+	True	True	False	True
PFKFB3	chr10:6217191-6219568	+	True	True	False	True
PFKFB3	chr10:6219693-6220657	+	True	True	False	True
PFKFB3	chr10:6220865-6221380	+	True	True	False	True
PFKFB3	chr10:6221527-6221640	+	True	True	False	True
PFKFB3	chr10:6221527-6222854	+	True	True	False	True
PFKFB3	chr10:6221745-6222854	+	True	True	False	True
PFKFB3	chr10:6222984-6223957	+	True	True	False	True
PFKFB3	chr10:6224020-6224148	+	True	True	False	True
PFKFB3	chr10:6224213-6224505	+	True	False	False	False
PFKFB3	chr10:6224213-6225160	+	True	True	False	True
PFKFB3	chr10:6224213-6226191	+	True	True	False	True
PFKFB3	chr10:6224213-6232894	+	True	True	False	True
PFKFB3	chr10:6224623-6226191	+	True	False	True	False
PFKFB3	chr10:6225248-6226191	+	True	False	True	False
PFKFB3	chr10:6226365-6228195	+	True	True	False	True
PFKFB3	chr10:6226365-6232894	+	True	True	False	True
PFKFB3	chr10:6226365-6254177	+	True	True	False	True
PFKFB3	chr10:6228218-6229108	+	True	True	False	True
PFKFB3	chr10:6228218-6231262	+	True	True	False	True
PFKFB3	chr10:6228218-6232894	+	True	True	False	True
PFKFB3	chr10:6229180-6232894	+	True	False	True	True
PFKFB3	chr10:6231314-6232894	+	True	False	True	True
ATP5F1C	chr10:7788263-7796120	+	True	True	False	True
ATP5F1C	chr10:7788263-7797046	+	True	False	False	False
ATP5F1C	chr10:7796155-7796605	+	True	False	False	False
ATP5F1C	chr10:7796155-7797046	+	True	True	False	True
ATP5F1C	chr10:7796155-7806973	+	True	True	False	False
ATP5F1C	chr10:7797178-7798989	+	True	True	False	True
ATP5F1C	chr10:7799194-7799771	+	True	True	False	True
ATP5F1C	chr10:7799915-7800026	+	True	True	False	True
ATP5F1C	chr10:7800091-7801512	+	True	False	False	False
ATP5F1C	chr10:7800091-7802269	+	True	True	False	True
ATP5F1C	chr10:7801569-7802269	+	True	False	False	False
ATP5F1C	chr10:7802425-7802757	+	True	True	False	True
ATP5F1C	chr10:7802854-7806973	+	True	True	False	True
ATP5F1C	chr10:7802854-7807658	+	True	True	False	True
ATP5F1C	chr10:7807010-7807658	+	True	True	False	True
GATA3	chr10:8045515-8055286	+	True	False	True	True
GATA3	chr10:8053778-8055286	+	True	False	True	True
GATA3	chr10:8054891-8055286	+	True	False	True	True
GATA3	chr10:8055896-8058304	+	True	True	False	True
GATA3	chr10:8058841-8063992	+	True	True	False	True
GATA3	chr10:8058841-8063995	+	True	True	False	True
GATA3	chr10:8058841-8069472	+	True	True	False	True
GATA3	chr10:8064138-8069472	+	True	True	False	True
GATA3	chr10:8069598-8073738	+	True	True	False	True
CELF2	chr10:10798817-10846062	+	True	False	True	True
CELF2	chr10:10798817-10919963	+	True	True	True	True
CELF2	chr10:10846156-10919963	+	True	False	True	True
CELF2	chr10:10919999-11165485	+	True	True	True	True
CELF2	chr10:11005440-11165485	+	True	True	True	True
CELF2	chr10:11018163-11165485	+	True	True	True	True
CELF2	chr10:11018864-11165485	+	True	False	True	True
CELF2	chr10:11165317-11165485	+	True	False	True	True
CELF2	chr10:11165682-11217424	+	True	True	False	True
CELF2	chr10:11165682-11249152	+	True	False	False	False
CELF2	chr10:11217507-11249152	+	True	True	False	True
CELF2	chr10:11249201-11257737	+	True	True	False	True
CELF2	chr10:11257872-11266597	+	True	True	False	True
CELF2	chr10:11257872-11270665	+	True	False	False	False
CELF2	chr10:11266677-11270665	+	True	True	False	True
CELF2	chr10:11270824-11275056	+	True	True	False	True
CELF2	chr10:11275120-11288417	+	True	True	False	True
CELF2	chr10:11288552-11314138	+	True	True	False	True
CELF2	chr10:11314258-11321188	+	True	True	False	True
CELF2	chr10:11314258-11321206	+	True	True	False	True
CELF2	chr10:11314270-11320856	+	True	True	False	True
CELF2	chr10:11314270-11321206	+	True	True	False	True
CELF2	chr10:11320898-11321206	+	True	True	False	True
CELF2	chr10:11321386-11325835	+	True	True	False	True
CELF2	chr10:11321386-11328925	+	True	True	False	True
CELF2	chr10:11325979-11328925	+	True	True	False	True
CELF2	chr10:11329097-11330455	+	True	False	True	True
ECHDC3	chr10:11742746-11747348	+	True	True	True	True
ECHDC3	chr10:11742905-11747348	+	True	True	True	True
ECHDC3	chr10:11747470-11749494	+	True	True	False	True
ECHDC3	chr10:11749592-11752136	+	True	False	False	False
ECHDC3	chr10:11749592-11755344	+	True	False	False	False
ECHDC3	chr10:11749592-11755407	+	True	True	False	True
ECHDC3	chr10:11752254-11755407	+	True	False	False	False
ECHDC3	chr10:11755608-11763223	+	True	True	False	True
PROSER2	chr10:11823470-11851996	+	True	False	True	True
PROSER2	chr10:11831822-11851996	+	True	False	True	True
PROSER2	chr10:11852215-11862911	+	True	False	True	False
PROSER2	chr10:11852215-11866530	+	True	True	True	True
PROSER2	chr10:11863042-11866530	+	True	False	True	False
PROSER2	chr10:11866783-11869489	+	True	True	True	True
PROSER2	chr10:11869833-11870115	+	True	True	False	True
DHTKD1	chr10:12069187-12081471	+	True	True	False	True
DHTKD1	chr10:12081627-12084539	+	True	True	False	True
DHTKD1	chr10:12081627-12087534	+	True	False	False	False
DHTKD1	chr10:12084751-12087534	+	True	True	False	True
DHTKD1	chr10:12084751-12088985	+	True	True	False	True
DHTKD1	chr10:12087729-12088985	+	True	True	False	True
DHTKD1	chr10:12087729-12094072	+	True	False	False	False
DHTKD1	chr10:12089255-12091512	+	True	True	False	True
DHTKD1	chr10:12091684-12094072	+	True	True	False	True
DHTKD1	chr10:12094271-12097683	+	True	True	False	True
DHTKD1	chr10:12097996-12100177	+	True	True	False	True
DHTKD1	chr10:12100262-12101041	+	True	True	False	True
DHTKD1	chr10:12101181-12106245	+	True	True	False	True
DHTKD1	chr10:12101181-12107908	+	True	True	False	True
DHTKD1	chr10:12106396-12107908	+	True	True	False	True
DHTKD1	chr10:12108015-12112899	+	True	True	False	True
DHTKD1	chr10:12113064-12117672	+	True	True	False	True
DHTKD1	chr10:12117755-12118748	+	True	True	False	True
DHTKD1	chr10:12118918-12120181	+	True	True	False	True
DHTKD1	chr10:12120267-12120786	+	True	True	False	True
SEC61A2	chr10:12129794-12133240	+	True	True	False	True
SEC61A2	chr10:12133308-12136104	+	True	True	False	True
SEC61A2	chr10:12133308-12143116	+	True	True	False	True
SEC61A2	chr10:12136170-12142432	+	True	False	False	False
SEC61A2	chr10:12136170-12143116	+	True	True	False	True
SEC61A2	chr10:12142565-12143116	+	True	False	False	False
SEC61A2	chr10:12143195-12149594	+	True	True	False	True
SEC61A2	chr10:12149726-12149851	+	True	True	False	True
SEC61A2	chr10:12149726-12156906	+	True	True	False	True
SEC61A2	chr10:12149961-12153737	+	True	True	False	True
SEC61A2	chr10:12149961-12155310	+	True	True	False	True
SEC61A2	chr10:12149961-12155777	+	True	True	False	True
SEC61A2	chr10:12149961-12156906	+	True	False	False	False
SEC61A2	chr10:12149961-12157907	+	True	True	False	True
SEC61A2	chr10:12155931-12156906	+	True	True	False	True
SEC61A2	chr10:12157067-12157907	+	True	True	False	True
SEC61A2	chr10:12157067-12160929	+	True	True	False	True
SEC61A2	chr10:12157067-12162212	+	True	True	False	True
SEC61A2	chr10:12158105-12160929	+	True	True	False	True
SEC61A2	chr10:12161121-12162212	+	True	True	False	True
SEC61A2	chr10:12162289-12164267	+	True	True	False	True
SEC61A2	chr10:12162289-12167752	+	True	False	False	False
SEC61A2	chr10:12162289-12169257	+	True	True	False	True
SEC61A2	chr10:12167893-12169257	+	True	False	True	False
CDC123	chr10:12196023-12196129	+	True	False	True	True
CDC123	chr10:12196319-12198704	+	True	True	False	True
CDC123	chr10:12198776-12209966	+	True	True	False	True
CDC123	chr10:12210024-12210289	+	True	True	False	True
CDC123	chr10:12210322-12215739	+	True	True	False	True
CDC123	chr10:12210322-12217360	+	True	True	False	True
CDC123	chr10:12215835-12217360	+	True	True	False	True
CDC123	chr10:12217467-12230947	+	True	True	False	True
CDC123	chr10:12230996-12235047	+	True	True	False	True
CDC123	chr10:12235123-12237143	+	True	True	False	True
CDC123	chr10:12235123-12238456	+	True	True	False	True
CDC123	chr10:12237266-12237461	+	True	False	False	False
CDC123	chr10:12237266-12238456	+	True	True	False	True
CDC123	chr10:12237534-12238456	+	True	False	False	False
CDC123	chr10:12238485-12246148	+	True	True	False	True
CDC123	chr10:12238485-12249580	+	True	True	False	False
CDC123	chr10:12246277-12249580	+	True	True	False	True
CDC123	chr10:12246277-12250310	+	True	True	False	True
CDC123	chr10:12249718-12250310	+	True	True	False	True
OPTN	chr10:13099958-13108137	+	True	False	True	True
OPTN	chr10:13100302-13108137	+	True	False	True	True
OPTN	chr10:13100302-13109111	+	True	False	True	True
OPTN	chr10:13108289-13108961	+	True	False	True	True
OPTN	chr10:13108289-13109111	+	True	False	True	True
OPTN	chr10:13109015-13109096	+	True	False	True	True
OPTN	chr10:13109015-13109111	+	True	False	True	True
OPTN	chr10:13109288-13109472	+	True	False	False	False
OPTN	chr10:13109288-13110179	+	True	False	False	False
OPTN	chr10:13109288-13110273	+	True	True	False	True
OPTN	chr10:13109288-13112452	+	True	False	False	False
OPTN	chr10:13110476-13112452	+	True	True	False	True
OPTN	chr10:13112635-13116266	+	True	True	False	True
OPTN	chr10:13116340-13118887	+	True	True	False	True
OPTN	chr10:13116340-13118905	+	True	True	False	True
OPTN	chr10:13119040-13122384	+	True	True	False	True
OPTN	chr10:13122487-13122863	+	True	True	False	True
OPTN	chr10:13122487-13123994	+	True	True	False	True
OPTN	chr10:13124110-13125417	+	True	True	False	True
OPTN	chr10:13125567-13125945	+	True	True	False	True
OPTN	chr10:13126039-13127744	+	True	True	False	True
OPTN	chr10:13127903-13132066	+	True	True	False	True
OPTN	chr10:13131575-13132066	+	True	False	True	False
OPTN	chr10:13132197-13133501	+	True	True	False	True
OPTN	chr10:13133581-13136744	+	True	True	False	True
MCM10	chr10:13161606-13164127	+	True	False	True	True
MCM10	chr10:13161606-13170921	+	True	False	True	True
MCM10	chr10:13164209-13170921	+	True	True	True	True
MCM10	chr10:13171263-13172375	+	True	True	False	True
MCM10	chr10:13172480-13172624	+	True	True	False	True
MCM10	chr10:13172480-13172627	+	True	True	False	True
MCM10	chr10:13172765-13175509	+	True	True	False	True
MCM10	chr10:13175681-13180441	+	True	True	False	True
MCM10	chr10:13180607-13182932	+	True	True	False	True
MCM10	chr10:13183100-13186163	+	True	True	False	True
MCM10	chr10:13186280-13188880	+	True	True	False	True
MCM10	chr10:13189080-13191298	+	True	True	False	True
MCM10	chr10:13191399-13192254	+	True	True	False	True
MCM10	chr10:13192365-13192450	+	True	True	False	True
MCM10	chr10:13192568-13195040	+	True	True	False	True
MCM10	chr10:13195269-13197622	+	True	True	False	True
MCM10	chr10:13197767-13198688	+	True	True	False	True
MCM10	chr10:13198807-13201420	+	True	True	False	True
MCM10	chr10:13201534-13204218	+	True	True	False	True
MCM10	chr10:13204364-13209090	+	True	True	False	True
MCM10	chr10:13209133-13209226	+	True	True	False	True
PRPF18	chr10:13587152-13591767	+	True	False	True	True
PRPF18	chr10:13587152-13597457	+	True	True	True	True
PRPF18	chr10:13591888-13597457	+	True	True	False	True
PRPF18	chr10:13597535-13597644	+	True	True	False	True
PRPF18	chr10:13597535-13600243	+	True	True	False	True
PRPF18	chr10:13597671-13600243	+	True	True	False	True
PRPF18	chr10:13600348-13605630	+	True	True	False	True
PRPF18	chr10:13605744-13610038	+	True	True	False	True
PRPF18	chr10:13610185-13611614	+	True	True	False	True
PRPF18	chr10:13611683-13613740	+	True	True	False	True
PRPF18	chr10:13613881-13614014	+	True	True	False	True
PRPF18	chr10:13614086-13616397	+	True	True	False	True
PRPF18	chr10:13616553-13630259	+	True	True	False	True
PRPF18	chr10:13616553-13654352	+	True	True	False	True
PRPF18	chr10:13630336-13632559	+	True	False	True	False
PRPF18	chr10:13630465-13637996	+	True	False	True	False
PRPF18	chr10:13631363-13632559	+	True	False	True	False
PRPF18	chr10:13631363-13644916	+	True	False	True	False
PRPF18	chr10:13631484-13632559	+	True	False	True	False
PRPF18	chr10:13631820-13632559	+	True	False	True	False
PRPF18	chr10:13631973-13632559	+	True	False	True	False
PRPF18	chr10:13632825-13637996	+	True	False	True	False
PRPF18	chr10:13632825-13643487	+	True	False	True	False
PRPF18	chr10:13632825-13644916	+	True	False	True	False
PRPF18	chr10:13632825-13654352	+	True	False	True	False
PRPF18	chr10:13637094-13637996	+	True	False	True	False
